Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble,Moving_Avg:10,Moving_Avg:20,Moving_Avg:50,Moving_Avg:200,EMA:10,EMA:20,EMA:50,EMA:200
24/11/2011,MUNDRAPORT,EQ,123.55,123.7,125,116.75,117.5,117.7,118.57,2554572,3.02902E+13,1513399,0.5924,136.3,148.9449997,151.8620001,147.3232499,134.9228417,142.7471626,148.7111262,192.7464884
25/11/2011,MUNDRAPORT,EQ,117.7,118,124.85,115.2,124,123.35,119.21,4717307,5.62354E+13,3089878,0.655,133.5900002,147.0499996,151.282,147.2482499,132.8186884,140.8998136,147.7165722,192.0559761
28/11/2011,MUNDRAPORT,EQ,123.35,124.75,127.45,121.75,126.55,126.4,124.33,2568553,3.19339E+13,1565576,0.6095,130.7150009,145.2824997,150.7589999,147.2054999,131.6516544,139.5188791,146.8806283,191.4026828
29/11/2011,MUNDRAPORT,EQ,126.4,128,130.9,125.4,128,128.3,128.96,1970380,2.54105E+13,1172804,0.5952,129.0850006,143.5275002,150.3439999,147.1729999,131.0422633,138.4504147,146.1519763,190.7747954
30/11/2011,MUNDRAPORT,EQ,128.3,128,130.35,121.7,126.4,125.75,125.69,1884842,2.369E+13,1012992,0.5374,128.4050003,141.6175003,149.8719998,147.1432499,130.0800336,137.2408514,145.3518988,190.1277825
01/12/2011,MUNDRAPORT,EQ,125.75,129.7,132.35,125.25,125.6,126.2,127.96,1060484,1.35701E+13,523230,0.4934,127.8100006,139.9224998,149.3799997,147.1292499,129.3745724,136.1893415,144.6008438,189.4916852
02/12/2011,MUNDRAPORT,EQ,126.2,124.6,132,124.6,130.35,130.3,129.01,578277,7.46034E+12,262529,0.454,127.0500015,138.5349998,148.9039996,147.1322499,129.5428325,135.6284521,144.0400265,188.9027132
05/12/2011,MUNDRAPORT,EQ,130.3,129.7,130.6,126.35,129.3,129.15,128.46,559299,7.18476E+12,200751,0.3589,126.3050003,136.8824997,148.3999994,147.0852499,129.4714073,135.0114561,143.4561037,188.3081588
07/12/2011,MUNDRAPORT,EQ,129.15,129.7,133.95,129.1,132.1,132.1,132.09,1679421,2.21842E+13,935371,0.557,126.2800003,135.2375,147.8999994,147.0322499,129.9493344,134.7341751,143.0107665,187.7488737
08/12/2011,MUNDRAPORT,EQ,132.1,130.7,133.9,126.55,127.8,128.85,128.9,956836,1.23334E+13,540559,0.5649,126.8100006,133.6025002,147.5479996,146.96825,129.7494565,134.1737781,142.4554426,187.1628153
09/12/2011,MUNDRAPORT,EQ,128.85,127.35,131,124.4,127.25,127.3,128.12,535841,6.86543E+12,179657,0.3353,127.7700012,132.0350006,147.1009998,146.888,129.3041013,133.5191328,141.8611116,186.5671654
12/12/2011,MUNDRAPORT,EQ,127.3,128.95,130.9,126.35,129.55,129,128.83,1280093,1.64912E+13,871467,0.6808,128.3350014,130.9625008,146.6349997,146.7939999,129.2488102,133.0887392,141.3567543,185.9943578
13/12/2011,MUNDRAPORT,EQ,129,129,129.6,126.2,128.25,128.15,128.12,829707,1.06303E+13,479218,0.5776,128.5100006,129.6125008,146.0489996,146.7132499,129.0490254,132.6183825,140.8388421,185.418792
14/12/2011,MUNDRAPORT,EQ,128.15,128.3,132.5,127.65,130,130.4,130.3,622509,8.11146E+12,209108,0.3359,128.7199997,128.9025002,145.4509995,146.6469999,129.294656,132.4071074,140.4294755,184.8713413
15/12/2011,MUNDRAPORT,EQ,130.4,128,129.5,125.85,127.5,127.05,128.06,2760437,3.53504E+13,2245842,0.8136,128.85,128.6275002,144.7129996,146.5812499,128.8865373,131.896907,139.9047903,184.2960046
16/12/2011,MUNDRAPORT,EQ,127.05,127.1,129.5,124.4,126.65,126.65,126.97,1062095,1.34856E+13,547708,0.5157,128.8950005,128.3525005,143.9589995,146.495,128.4798944,131.3972017,139.3849947,183.7224125
19/12/2011,MUNDRAPORT,EQ,126.65,124.2,125.75,118.5,120,119.7,120.85,1292516,1.56207E+13,852083,0.6592,127.8349998,127.4425007,143.2909993,146.3619999,126.8835494,130.2831822,138.613034,183.0853735
20/12/2011,MUNDRAPORT,EQ,119.7,120.9,123.8,117.7,122.6,121.5,120.64,2207343,2.66286E+13,1410175,0.6389,127.0700005,126.6875004,142.7719994,146.2284999,125.9047223,129.4466887,137.9419346,182.4725838
21/12/2011,MUNDRAPORT,EQ,121.5,123.15,125.2,122.05,124,123.65,123.39,738177,9.10821E+12,470913,0.6379,126.225,126.2525002,142.2319995,146.15675,125.494773,128.8946232,137.3814667,181.8872844
22/12/2011,MUNDRAPORT,EQ,123.65,123.65,124.9,121.9,123.85,123.95,123.86,1208491,1.49688E+13,828671,0.6857,125.7349991,126.2724998,141.5819995,146.08175,125.2139047,128.4237065,136.8547424,181.310794
23/12/2011,MUNDRAPORT,EQ,123.95,124,127.6,122.6,125,124.9,125.86,1372951,1.72799E+13,922913,0.6722,125.4949989,126.6325001,140.9829994,146.0282499,125.1568314,128.0881155,136.385929,180.7494926
26/12/2011,MUNDRAPORT,EQ,124.9,125.5,125.5,120.1,123.25,123.55,122.76,669863,8.22328E+12,283158,0.4227,124.9499992,126.6425003,140.3849995,145.9819999,124.8646808,127.6559143,135.8825594,180.1803434
27/12/2011,MUNDRAPORT,EQ,123.55,124.5,127.9,123,124.5,125.45,125.73,753047,9.46802E+12,272811,0.3623,124.6799995,126.5950001,139.7939995,145.9517499,124.9711019,127.445827,135.4734393,179.6357629
28/12/2011,MUNDRAPORT,EQ,125.45,126.65,126.65,119.25,120.05,120.6,121.88,581843,7.09148E+12,211078,0.3628,123.7,126.2099998,139.0779996,145.8912499,124.1763558,126.7938433,134.8901671,179.0483423
29/12/2011,MUNDRAPORT,EQ,120.6,120.45,126.75,118.7,124,124.2,123.18,2892730,3.5633E+13,1760056,0.6084,123.4149994,126.1324997,138.4529996,145.8569999,124.1806542,126.5468103,134.4709447,178.5025877
30/12/2011,MUNDRAPORT,EQ,124.2,123.6,123.6,119.65,120.1,120.05,120.52,1280686,1.54344E+13,528658,0.4128,122.7549995,125.825,137.7359998,145.7882499,123.4296267,125.9280668,133.9054176,177.9209699
02/01/2012,MUNDRAPORT,EQ,120.05,122.8,123.75,111,115,114.7,115.9,1572363,1.8224E+13,408586,0.2599,122.2549995,125.0449997,136.9849997,145.7037498,121.8424213,124.8587268,133.1522638,177.2919055
03/01/2012,MUNDRAPORT,EQ,114.7,117.5,120.9,115,119.6,120.3,118.97,1385662,1.64852E+13,651310,0.47,122.1349998,124.6025002,136.3829999,145.6389999,121.5619816,124.4245626,132.6482536,176.7248219
04/01/2012,MUNDRAPORT,EQ,120.3,121,123.5,118,122.7,122.85,120.33,1259249,1.51531E+13,722926,0.5741,122.0549995,124.1399998,135.8039998,145.5992498,121.7961665,124.2746041,132.2640083,176.188754
05/01/2012,MUNDRAPORT,EQ,122.85,122,127.6,121.3,127,126.7,125.3,788405,9.87843E+12,315199,0.3998,122.3299995,124.0324993,135.3289998,145.5759998,122.687772,124.5055939,132.0458118,175.6963285
06/01/2012,MUNDRAPORT,EQ,126.7,126.25,128.75,124.3,127,127.7,126.44,1036623,1.31074E+13,401367,0.3872,122.6099991,124.052499,134.7529997,145.5462498,123.5990857,124.8098228,131.8753877,175.2187531
07/01/2012,MUNDRAPORT,EQ,127.7,129.8,129.8,126.2,126.5,127.3,127.15,65561,8.33613E+11,12256,0.1869,122.9849991,123.9674992,134.0739998,145.5129998,124.2719797,125.0469828,131.6959608,174.7419496
09/01/2012,MUNDRAPORT,EQ,127.3,128.7,133.4,126,132,132.2,129.44,848300,1.09804E+13,491598,0.5795,123.6599991,124.1699993,133.4829997,145.5162498,125.7134374,125.7282222,131.715727,174.3186466
10/01/2012,MUNDRAPORT,EQ,132.2,133.85,137,132.85,136.3,136.45,135.67,869679,1.17991E+13,476412,0.5478,125.2449989,124.4724995,132.9439998,145.5419998,127.6655391,126.7493436,131.9013846,173.9418441
11/01/2012,MUNDRAPORT,EQ,136.45,136,140.7,134.75,135.75,137.05,137.28,1810746,2.4858E+13,799955,0.4418,126.5299995,124.9724995,132.4059999,145.5707498,129.3718053,127.7303588,132.1032912,173.5747611
12/01/2012,MUNDRAPORT,EQ,137.05,137.5,137.5,131.2,131.6,132.65,133.23,1748799,2.32997E+13,1029768,0.5888,127.7899986,125.2724991,131.8569997,145.5707498,129.9678396,128.1988955,132.1247305,173.1675495
13/01/2012,MUNDRAPORT,EQ,132.65,132.5,133,129.55,131.8,131.55,131.93,1099713,1.45082E+13,596301,0.5422,129.4749992,125.8649994,131.3269997,145.5387498,130.2555057,128.5180486,132.1021922,172.7534446
16/01/2012,MUNDRAPORT,EQ,131.55,131.5,136.4,130.65,136.4,135.5,133.46,2060690,2.75011E+13,1104897,0.5362,130.9949989,126.5649994,130.7929997,145.5264998,131.2090501,129.1829964,132.2354396,172.3827635
17/01/2012,ADANIPORTS,EQ,135.5,137.1,141,135,140.1,140,138.13,1636196,2.26007E+13,1004327,0.6138,132.7099991,127.3824993,130.2929997,145.5439998,132.8074046,130.2131872,132.5399321,172.060547
18/01/2012,ADANIPORTS,EQ,140,142,143.8,138.7,143,141.7,141.25,890591,1.25799E+13,404925,0.4547,134.2099991,128.2699993,129.8959996,145.5702498,134.4242396,131.3071691,132.8991504,171.758452
19/01/2012,ADANIPORTS,EQ,141.7,144,150.55,143.15,149.5,149.4,146.72,1456077,2.13638E+13,721545,0.4955,136.3799988,129.4949989,129.7109996,145.6339998,137.147104,133.0302952,133.5462423,171.5359797
20/01/2012,ADANIPORTS,EQ,149.4,151.9,157.6,150.25,155.4,155.4,153.76,1634070,2.51258E+13,861145,0.527,139.1899979,131.0874985,129.8099995,145.7052498,140.4658113,135.1607427,134.4032521,171.3754227
23/01/2012,ADANIPORTS,EQ,155.4,155.4,155.4,145.1,146.4,146.75,149.54,1657609,2.47877E+13,820653,0.4951,140.6449982,132.1524986,129.6419997,145.6979998,141.608391,136.2644815,134.8874383,171.1303936
24/01/2012,ADANIPORTS,EQ,146.75,147.05,152.9,145.6,149.8,150.05,150.29,1337362,2.0099E+13,703939,0.5264,142.0049988,133.6249989,129.7509996,145.6639998,143.1432296,137.5773883,135.4820487,170.9206385
25/01/2012,ADANIPORTS,EQ,150.05,150.95,150.95,142.25,144.35,143.2,144.8,1859617,2.69271E+13,906254,0.4873,142.6199982,134.5749989,129.9639995,145.6117498,143.1535509,138.1128749,135.7847133,170.6448112
27/01/2012,ADANIPORTS,EQ,143.2,145.8,149.65,144.8,146.75,147.1,147.69,1264483,1.86746E+13,711931,0.563,144.0649994,135.927499,130.2629997,145.5684999,143.8710882,138.9687921,136.2284503,170.4105345
30/01/2012,ADANIPORTS,EQ,147.1,147.1,147.4,137.35,138.4,138.4,142.13,757694,1.07695E+13,406470,0.5365,144.7499985,137.1124989,130.2729997,145.4884999,142.8763438,138.9146209,136.3136089,170.0920217
31/01/2012,ADANIPORTS,EQ,138.4,138.95,148.5,137,147.1,146.25,143.17,1291344,1.84883E+13,683754,0.5295,145.8249985,138.4099987,130.4659996,145.4894999,143.4897358,139.6132284,136.7032713,169.8547876
01/02/2012,ADANIPORTS,EQ,146.25,146.55,147.75,142.15,143.4,143.9,144.33,899183,1.29778E+13,350195,0.3895,146.2149979,139.4624985,130.6969994,145.4727498,143.5643282,140.0214918,136.9854957,169.596531
02/02/2012,ADANIPORTS,EQ,143.9,144.5,151.8,144.5,151,151,148.82,2355597,3.50553E+13,1072287,0.4552,147.1449982,140.6774986,131.2459993,145.4974998,144.9162685,141.067064,137.5350841,169.4114909
03/02/2012,ADANIPORTS,EQ,151,151,152.7,148.25,149.6,150.25,150.11,814359,1.22246E+13,351641,0.4318,147.2299988,141.8049988,131.8969994,145.4982498,145.8860379,141.9416293,138.0337082,169.2208293
06/02/2012,ADANIPORTS,EQ,150.25,152.85,152.85,146.3,148.15,148.1,150.34,1518103,2.28229E+13,550880,0.3629,146.5,142.8449989,132.3919995,145.5042498,146.2885776,142.5281414,138.428465,169.0106718
07/02/2012,ADANIPORTS,EQ,148.1,149.15,149.45,137.85,137.85,139.15,142.49,1735290,2.47262E+13,970202,0.5591,145.7399994,143.1924988,132.6469994,145.4607498,144.9906533,142.2064131,138.4567603,168.7135506
08/02/2012,ADANIPORTS,EQ,139.15,139,143.3,136.6,140,140.3,140.87,1532614,2.15892E+13,705330,0.4602,144.7649994,143.3849991,132.8869994,145.4264998,144.1378078,142.0248502,138.5290443,168.4308288
09/02/2012,ADANIPORTS,EQ,140.3,139.65,141.8,135.2,138,137.95,138.09,1907732,2.63441E+13,1172113,0.6144,144.2399994,143.4299988,133.1309993,145.3822498,143.0127513,141.6367689,138.5063366,168.1275369
10/02/2012,ADANIPORTS,EQ,137.95,138.15,144.15,137.2,142.95,142.9,140.28,1780060,2.49708E+13,1017352,0.5715,143.8199982,143.9424988,133.4649992,145.3722498,142.9922499,141.7570761,138.6786369,167.8765166
13/02/2012,ADANIPORTS,EQ,142.9,143.95,144.3,141,142.75,143.05,142.63,718239,1.02442E+13,265151,0.3692,144.2849991,144.5174988,133.7199992,145.3762498,143.0027505,141.880212,138.850063,167.6294866
14/02/2012,ADANIPORTS,EQ,143.05,143.3,145.55,142,143.8,144.15,143.2,1580236,2.26289E+13,1243143,0.7867,144.0749985,144.9499985,134.0199992,145.3739997,143.2113402,142.0963817,139.0579034,167.3958598
15/02/2012,ADANIPORTS,EQ,144.15,145,147.95,144.15,146.6,147.15,145.97,886834,1.29453E+13,276880,0.3122,144.3999985,145.3074982,134.320999,145.3874997,143.9274591,142.5776781,139.3752403,167.1944084
16/02/2012,ADANIPORTS,EQ,147.15,147.45,149.9,145.75,147.25,147.6,147.81,856476,1.26597E+13,276539,0.3229,144.0599991,145.6024986,134.695999,145.4062497,144.5951949,143.055995,139.6977801,166.9994392
17/02/2012,ADANIPORTS,EQ,147.6,149,152.9,145.75,151.5,150.5,150.36,1749511,2.63056E+13,660950,0.3778,144.0849991,145.6574989,135.1599989,145.4652497,145.6687958,143.7649479,140.1213966,166.8352657
21/02/2012,ADANIPORTS,EQ,150.5,151.2,155.75,150.65,152.35,152.65,153.44,1744030,2.67595E+13,693099,0.3974,144.5399979,145.5199989,135.6329988,145.5624997,146.9381046,144.6111428,140.6127141,166.6941187
22/02/2012,ADANIPORTS,EQ,152.65,155.75,157.75,142.4,143.5,143.85,151.21,1863666,2.81808E+13,628868,0.3374,145.0099991,145.3749992,135.9469991,145.6389997,146.3766321,144.5386535,140.7396668,166.4668141
23/02/2012,ADANIPORTS,EQ,143.85,142,145.4,140.5,144.95,144.05,143.69,1533912,2.2041E+13,886359,0.5778,145.3849991,145.0749992,136.2199992,145.6997498,145.9536086,144.4921154,140.8694839,166.2437613
24/02/2012,ADANIPORTS,EQ,144.05,145.05,146.5,141,142.25,142.7,142.67,527338,7.52367E+12,244104,0.4629,145.8599991,145.0499992,136.5329991,145.7607498,145.3620429,144.3214375,140.9412687,166.009495
27/02/2012,ADANIPORTS,EQ,142.7,144.4,145.15,137.25,142.7,143.65,141.87,947560,1.34429E+13,433571,0.4576,145.9349991,144.8774986,136.872999,145.8009997,145.0507612,144.2574905,141.0474932,165.7870124
28/02/2012,ADANIPORTS,EQ,143.65,144.8,149.45,144.1,148.65,148.1,146.92,629276,9.24519E+12,244844,0.3891,146.4399994,145.3624992,137.4409991,145.8674997,145.6051694,144.6234443,141.3240623,165.6110223
29/02/2012,ADANIPORTS,EQ,148.1,149.75,152,145.25,147.3,148.65,148.8,627017,9.32999E+12,240577,0.3837,146.8899994,145.4824989,137.983999,145.9447497,146.1587739,145.0069252,141.6113538,165.4422558
01/03/2012,ADANIPORTS,EQ,148.65,148,152,144,145.5,146.85,146.38,370864,5.42853E+12,121763,0.3283,146.8600006,145.6299995,138.4479991,145.9879998,146.2844524,145.1824567,141.8167911,165.2572583
02/03/2012,ADANIPORTS,EQ,146.85,147.5,150,144,146.3,147.35,146.3,497666,7.28062E+12,169822,0.3412,146.8350006,145.4474998,138.9159993,146.0312498,146.4781895,145.38889,142.0337799,165.0790767
03/03/2012,ADANIPORTS,EQ,147.35,147.6,147.75,145.4,145.6,146.15,146.45,22092,3.23536E+11,9831,0.445,146.4,145.2424995,139.3409991,146.0399998,146.4185176,145.4613761,142.1952001,164.8907276
05/03/2012,ADANIPORTS,EQ,146.15,147,147.05,142.4,142.9,143.2,144.31,264293,3.8141E+12,115981,0.4388,145.4550003,144.9974991,139.733999,146.0152498,145.833332,145.2460067,142.2346039,164.6748994
06/03/2012,ADANIPORTS,EQ,143.2,144.65,147,140.65,144.9,143.55,144,502716,7.23887E+12,277511,0.552,145.425,145.2174995,140.0959991,146.0119999,145.4181813,145.0844825,142.2861882,164.4647015
07/03/2012,ADANIPORTS,EQ,143.55,141.05,146.65,141.05,145.45,145.25,143.83,389292,5.5991E+12,148706,0.382,145.5449997,145.4649994,140.5889992,145.9984999,145.3876029,145.1002461,142.4024161,164.2735104
09/03/2012,ADANIPORTS,EQ,145.25,146.3,148.5,129.75,134,135,135.27,5833743,7.89137E+13,1992479,0.3415,144.775,145.3174995,140.8049992,145.9239999,143.4989478,144.1383179,142.1121253,163.9822317
